age,pc05,pc10,pc25,pc50,pc75,pc90,pc95
26,4.175529791516898,4.702423943903574,6.934826513381718,14.841872279125504,22.844352388315485,39.79988877889008,53.58664278051129
27,4.175604618701394,4.702599669224249,6.935568677166404,14.844602624381231,22.84193310572448,39.7970549137733,53.583111641110335
28,4.175637448171182,4.702676766460302,6.935894292031002,14.845800528427594,22.8408962965524,39.795811591712415,53.58156239887953
29,4.175630499140203,4.702660447248167,6.935825368962921,14.845546967453624,22.84115462843995,39.79607476634133,53.58189032779028
30,4.175656165250263,4.702720721939127,6.936079934967358,14.846483489952544,22.840361363477477,39.795102735995776,53.58067912877026
31,4.176372317037274,4.704402543903607,6.943182994159622,14.87273795504066,22.817487412469976,39.76798053995015,53.5468888099455
32,4.177061170296455,4.7060202575819154,6.950015454194317,14.898010044614637,22.796222813426205,39.74191040274303,53.51443680697683
33,4.177726412238161,4.707582522076043,6.956681625699768,14.92253749404279,22.77810550545996,39.71677284233516,53.483125965054896
34,4.178522124015795,4.709451183956516,6.964655192677548,14.951408445756122,22.764813719822776,39.69715659133562,53.45870359588479
35,4.179311221463348,4.7113043126416345,6.972562479621021,14.980140876673245,22.75273075639389,39.67843801183986,53.43537895268138
36,4.179959824557221,4.712827502207436,6.979061918684704,15.003642772288972,22.745212152668334,39.66563455109922,53.419435118091776
37,4.180590668318692,4.714308985481567,6.985383397297926,15.02654640106328,22.73892986722664,39.65415561802031,53.40514068520452
38,4.181225660943282,4.715800212010199,6.991746450308926,15.049558211911762,22.733090295704507,39.643228389136574,53.39152875236763
39,4.181708463861375,4.716934033871556,6.996584460141991,15.066946147362556,22.73097441703327,39.63874194192008,53.38593885427633
40,4.181622764054577,4.716732775116026,6.995725690460942,15.06301847072389,22.741238622962754,39.65631421511908,53.407828733052135
41,4.181544232782578,4.716548351058806,6.99493875431807,15.059321838056512,22.75203466289517,39.67440687681016,53.43035907942821
42,4.181475288633112,4.716386441548842,6.994247887588493,15.055944592847544,22.764615250269184,39.69294106925367,53.45344513392888
43,4.181166577882515,4.715661460433888,6.991154398317851,15.043600208928588,22.783844174929783,39.72133587822185,53.48880512178747
44,4.180653858189297,4.714457381553802,6.986016602284643,15.023671841657706,22.810686793199583,39.75827123993302,53.53481114605127
45,4.180152680144855,4.713280407260719,6.980994461331756,15.004141794775746,22.841259106900758,39.79572095387511,53.58144945954528
46,4.179664652210303,4.712134314889665,6.976104093320928,14.985148514528484,22.87371644358705,39.83367257675376,53.6286938511863
47,4.179229587061184,4.711112601145403,6.971744448027619,14.96809957308866,22.90589824152148,39.87065117831301,53.6747305750959
48,4.178816530139772,4.710142571864447,6.96760533997231,14.951827190220865,22.93833002911756,39.90785877225579,53.72105690014621
49,4.178420535561076,4.709212612053769,6.963637208062218,14.936221348480135,22.971189503902828,39.94553380024683,53.767956358139934
50,4.178116447152656,4.708498486118875,6.96059003776782,14.923955257352723,23.0082766478137,39.98090942182307,53.8119738702182
51,4.178137067261439,4.708546910702168,6.960796665120952,14.923539664607503,23.06015065565688,40.00523546536522,53.84225683136846
52,4.178179151053802,4.708645740932894,6.961218373013837,14.923850525334528,23.110254455420183,40.03000997840597,53.87308315114195
53,4.178243181620878,4.708796111309759,6.961860002344394,14.924901554398703,23.158681501044786,40.055232479323095,53.90447332893461
54,4.178648807993768,4.709748690575318,6.9659246513078825,14.93837466663122,23.22910491023149,40.06897257232824,53.92156789447533
55,4.179359773848145,4.711418333815164,6.973049007158997,14.962985928575588,23.316318778284035,40.07265842578824,53.92615360314012
56,4.179033104943832,4.710651179493481,6.9697755651146425,14.953381503531924,23.36380731203382,40.0338321638875,53.87898375067118
57,4.1725702576203005,4.695536595562446,6.905472757892575,14.741081159437933,23.203578552778406,39.73891823767378,53.5208335466658
58,4.166290178406274,4.6809932035255954,6.843832381627699,14.53449058054412,23.046778941483574,39.43817883026357,53.157174416551634
59,4.160188557887038,4.666863085696325,6.784714815751437,14.33349549241094,22.892922503921728,39.13163226712026,52.78812778886897
60,4.152665861075599,4.649449856357175,6.712783239852912,14.084373229332988,22.698005662750184,38.77328648111799,52.36444398399775
61,4.145458237924673,4.632831405289184,6.644197678625581,13.84341400796392,22.5421032647084,38.40798221882444,51.93599210940443
62,4.138579307887029,4.6168807362105175,6.579355200249228,13.613850033253566,22.38272349024445,38.02026934343821,51.48359588331448
63,4.131971028972427,4.601557645327269,6.517863569549135,13.394524692215777,22.215509060602248,37.600615620946144,50.992694720161744
64,4.125631042325937,4.587042248625628,6.459609833803799,13.178865794640894,22.049646034954996,37.17332076799678,50.49213933376007
65,4.1194853983118005,4.572993119255046,6.403834190004868,12.871698422701275,21.89349768848808,36.71502258492872,49.957496740609
66,4.113563007630487,4.559454353802066,6.35072840288239,12.579760252035449,21.728393072086813,36.23090442637282,49.45664001388836
67,4.107878478771004,4.546509761664497,6.300346645585062,12.308806607574637,21.52549676883487,35.73957243945559,48.996619411953205
68,4.102515450746994,4.534424282216259,6.253342934785646,12.061241742648154,21.311099808658938,35.29360177656606,48.56940372851156
69,4.097499364695151,4.523032442112523,6.209495836404027,11.83474296397114,21.114816544526214,34.862991168873045,48.14842976294188
70,4.092715663532991,4.512083762019127,6.167754939327902,11.62281582625191,20.91103995892785,34.42896390266082,47.7196807574887
71,4.087779256177132,4.500785576133787,6.12507499683838,11.409095125819409,20.682920094180403,33.97264498289219,47.2287719782725
72,4.082963982811412,4.489911607016939,6.083822766627307,11.20479045677529,20.44300752679328,33.51217149556736,46.72394721674572
73,4.078285862752575,4.479358319839114,6.044089750579244,11.011665874774138,20.18599433714705,33.02493592125607,46.18220350367268
